0,2166,1,20,203,67813,61375,31038,18027,30303,158077,36725,11129,8500,8241,317,1390,488,962,30,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2180,1,20,203,67813,61452,31038,18027,30303,367401,38756,11253,8567,8319,317,1914,488,974,38,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2191,1,373,303147,1435295,503499,211377,2060489,50873,661336,64941,12417,9931,8667,565,2329,518,1011,48,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,161782,157302,8289,412993,2390601,1323750,987118,2694520,187877,791470,243966,34186,54047,79189,2865,6105,1723,1250,239,134,9,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,415907,406042,93187,998841,5328827,4578339,2254765,4011736,400208,990897,457041,101800,104123,137972,6993,9700,3648,1703,260,177,131,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,624821,610685,189390,1995747,11426147,11513154,4590295,4510595,580702,1092850,523880,208176,161587,156765,8257,10250,4190,1966,521,306,181,34,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1489090,1469042,403883,2321872,18274720,15460034,16811873,6194969,2912748,1656168,575050,333537,178541,178261,11511,13892,7251,4674,547,307,224,52,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2249732,2240796,2788519,2980081,23315504,27282122,27195215,7278924,3051069,2589170,598453,337812,183742,196845,13165,17060,7912,5063,725,507,256,62,26,50,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2282579,2287426,3478052,3847444,29838918,33658369,32347155,9249574,3299399,2890443,669888,364558,210684,211051,16546,23946,8972,6561,1078,593,303,140,37,58,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2370025,2353099,4021240,5561517,39642216,44666227,35854882,11831705,5377944,3474201,891929,454799,330678,247626,27783,28862,10688,16451,1421,907,411,175,48,62,10,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2513466,2412874,5396003,8486282,52737725,59488463,40382864,14222326,9234381,4554914,1115454,562747,381668,257280,33536,33465,14094,19077,2249,1651,650,217,55,62,10,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2630940,2472769,6787920,11355524,65486904,73533045,44502712,16733602,12796552,5716647,1334307,681735,418400,266921,39587,38294,17573,22806,3155,2686,915,291,67,62,10,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2773308,2535846,8306938,14510628,79228622,88251330,48810038,19327057,16555059,6836003,1541671,792573,463985,276801,46565,43772,21505,25892,4072,3590,1224,341,76,62,10,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2876413,2585507,9692827,17221731,91775430,102382274,53295493,21821185,20371041,7876674,1770862,899394,497264,285633,51817,48070,24690,27976,4779,4484,1434,361,86,62,10,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3021264,2651527,11092211,20110953,105502697,118342997,57648551,24455798,24217484,9071501,1986227,1013713,540652,294920,57684,52729,27932,30727,5524,5330,1668,382,98,62,10,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
